image,p_wide,p_narrow,p_barrier_yes,p_barrier_no,시설물명,road_width_relative,sidewalk_ratio,parked_density
강산유치원_북쪽.png,0.9586003,0.042423695,0.7158266,0.28244597,강산유치원,0.38741374,0.0,0
강선초등학교_북쪽.png,0.1727604,0.8355197,0.22669622,0.77427506,강선초등학교,0.0,0.0,0
강원특별자치도_강릉시_교동(상덕초교_부근)_01.png,0.890403,0.11072409,0.5125001,0.49435982,강원특별자치도_강릉시_교동(상덕초교_부근).png,0.43670857,0.26429314493198,0
강원특별자치도_강릉시_교동(월드컵사거리_부근)_01.png,0.890403,0.11072409,0.5125001,0.49435982,강원특별자치도_강릉시_교동(월드컵사거리_부근).png,0.43670857,0.26429314493198,0
강원특별자치도_강릉시_입암동((이안강릉타운아파트앞교차로)_부근)_01.png,0.7525233,0.24756855,0.4768196,0.5247486,강원특별자치도_강릉시_입암동((이안강릉타운아파트앞교차로)_부근).png,0.40979785,0.0,0
강원특별자치도_강릉시_포남동((송정아파트앞교차로)_부근)_01.png,0.5801174,0.4224289,0.34268558,0.6592734,강원특별자치도_강릉시_포남동((송정아파트앞교차로)_부근).png,0.36152357,0.0,3
강원특별자치도_강릉시_포남동(강릉시문화센터_부근)_01.png,0.7985961,0.20337,0.12787333,0.87174404,강원특별자치도_강릉시_포남동(강릉시문화센터_부근).png,0.37409353,0.2020546378010206,0
강원특별자치도_강릉시_포남동(남강초교_부근)_01.png,0.9944285,0.00568071,0.6386335,0.3596898,강원특별자치도_강릉시_포남동(남강초교_부근).png,0.39348057,0.0,0
강원특별자치도_동해시_쇄운동(북삼새마을금고_한마음지점_부근)_01.png,0.5787175,0.42439747,0.11285773,0.8884377,강원특별자치도_동해시_쇄운동(북삼새마을금고_한마음지점_부근).png,0.3709932,0.0,0
강원특별자치도_동해시_쇄운동(청운문구완구랜드_부근)_01.png,0.7849007,0.22204429,0.23596385,0.76312965,강원특별자치도_동해시_쇄운동(청운문구완구랜드_부근).png,0.37016803,0.2144237032227192,0
강원특별자치도_동해시_쇄운동(청운초교_부근)_01.png,0.7246899,0.2777034,0.38761073,0.6140642,강원특별자치도_동해시_쇄운동(청운초교_부근).png,0.0,0.0,1
강원특별자치도_동해시_쇄운동(청운초교_부근)_02.png,0.22394568,0.7800909,0.1313963,0.86623466,강원특별자치도_동해시_쇄운동(청운초교_부근).png,0.36706346,0.0,0
강원특별자치도_동해시_천곡동(천곡지구대_부근)_01.png,0.3077434,0.7048814,0.03698182,0.963935,강원특별자치도_동해시_천곡동(천곡지구대_부근).png,0.43404987,0.0,1
강원특별자치도_동해시_평릉동(동해코아루디오션아파트상가_부근)_01.png,0.9895717,0.010702819,0.79931736,0.20078921,강원특별자치도_동해시_평릉동(동해코아루디오션아파트상가_부근).png,0.3788003,0.24222911859099,0
강원특별자치도_삼척시_교동(정상로95_부근)_01.png,0.11696163,0.8851283,0.040179282,0.9604374,강원특별자치도_삼척시_교동(정상로95_부근).png,0.37528592,0.0,1
강원특별자치도_속초시_교동(대명늘푸른아파트_부근)_01.png,0.9637723,0.036165833,0.7268336,0.27399474,강원특별자치도_속초시_교동(대명늘푸른아파트_부근).png,0.43511248,0.239319274983404,0
강원특별자치도_속초시_조양동(이기호가정의학과_부근)_01.png,0.92908525,0.07213339,0.71805686,0.27947527,강원특별자치도_속초시_조양동(이기호가정의학과_부근).png,0.37707788,0.0,0
강원특별자치도_양양군_현남면(창횟집_부근)_01.png,0.5458649,0.4584461,0.47908297,0.52420837,강원특별자치도_양양군_현남면(창횟집_부근).png,0.42653725,0.0,0
강원특별자치도_원주시_관설동(단관초교_부근)_01.png,0.9421179,0.058963478,0.81046695,0.18851045,강원특별자치도_원주시_관설동(단관초교_부근).png,0.39633504,0.2698057617330854,0
강원특별자치도_원주시_관설동(한우리정육점_부근)_01.png,0.9912631,0.0087605715,0.3950541,0.6060366,강원특별자치도_원주시_관설동(한우리정육점_부근).png,0.35927534,0.0,0
강원특별자치도_원주시_단계동(OB광장_부근)_01.png,0.5544342,0.44904786,0.13402095,0.8660743,강원특별자치도_원주시_단계동(OB광장_부근).png,0.46209735,0.0,0
강원특별자치도_원주시_단계동(삼익아파트_부근)_01.png,0.92236924,0.0768016,0.75154126,0.24878842,강원특별자치도_원주시_단계동(삼익아파트_부근).png,0.45756036,0.236227714566675,0
강원특별자치도_원주시_단계동(합동청사_사거리_부근)_01.png,0.6164062,0.38861564,0.563128,0.4394496,강원특별자치도_원주시_단계동(합동청사_사거리_부근).png,0.38198063,0.22505349419943,0
강원특별자치도_원주시_단구동(438교차로_부근)_01.png,0.1096077,0.89241123,0.24375746,0.7596518,강원특별자치도_원주시_단구동(438교차로_부근).png,0.46669385,0.0627493942476208,0
강원특별자치도_원주시_단구동(찍고바르고_부근)_01.png,0.6694301,0.33353537,0.36149532,0.6405747,강원특별자치도_원주시_단구동(찍고바르고_부근).png,0.39705062,0.0,0
강원특별자치도_원주시_단구동(현대2차아파트_부근)_01.png,0.57855445,0.42212522,0.7847583,0.21619406,강원특별자치도_원주시_단구동(현대2차아파트_부근).png,0.42889634,0.3697108803311392,0
강원특별자치도_원주시_단구동(훼미리마트_부근)_01.png,0.98095757,0.019184858,0.6041402,0.39838842,강원특별자치도_원주시_단구동(훼미리마트_부근).png,0.4836657,0.0972222282045143,0
강원특별자치도_원주시_명륜동(만도프라자_부근)_01.png,0.996202,0.003740579,0.536607,0.46559334,강원특별자치도_원주시_명륜동(만도프라자_부근).png,0.4385576,0.0,0
강원특별자치도_춘천시_퇴계동((훼미리마트남춘천점앞교차로)_부근)_01.png,0.05763644,0.94388765,0.06603727,0.9325397,강원특별자치도_춘천시_퇴계동((훼미리마트남춘천점앞교차로)_부근).png,0.3563309,0.0,2
강원특별자치도_춘천시_퇴계동(남부초교_부근)_01.png,0.21623915,0.7930033,0.21726573,0.785462,강원특별자치도_춘천시_퇴계동(남부초교_부근).png,0.33752212,0.2396914559485728,0
강원특별자치도_춘천시_퇴계동(남부초교_부근)_02.png,0.95631164,0.04464677,0.59598863,0.40590826,강원특별자치도_춘천시_퇴계동(남부초교_부근).png,0.3567483,0.24895541638179,0
강원특별자치도_춘천시_효자동((효제초등학교앞교차로)_부근)_01.png,0.6649155,0.34447497,0.09813005,0.90084374,강원특별자치도_춘천시_효자동((효제초등학교앞교차로)_부근).png,0.40363377,0.0,1
강원특별자치도_춘천시_후평동((대한지적공사강원지사앞교차로)_부근)_01.png,0.93109155,0.0683665,0.77249575,0.22607815,강원특별자치도_춘천시_후평동((대한지적공사강원지사앞교차로)_부근).png,0.37694597,0.0,0
강원특별자치도_횡성군_횡성읍(김혜숙미술학원_부근)_01.png,0.97882223,0.021606117,0.49098533,0.506472,강원특별자치도_횡성군_횡성읍(김혜숙미술학원_부근).png,0.43140247,0.0,0
강원특별자치도_횡성군_횡성읍(성북초교_부근)_01.png,0.7422744,0.25680858,0.35472018,0.64804643,강원특별자치도_횡성군_횡성읍(성북초교_부근).png,0.33960247,0.0,0
개산초교병설유치원_북쪽.png,0.70542365,0.29724404,0.25016814,0.74935496,개산초교병설유치원,0.0,0.1941966880650357,0
개산초등학교_북쪽.png,0.70542365,0.29724404,0.25016814,0.74935496,개산초등학교,0.0,0.1941966880650357,0
개정초교병설유치원_북쪽.png,0.6323587,0.3743029,0.42187583,0.5855516,개정초교병설유치원,0.34414786,0.2153535247600511,0
개정초등학교_북쪽.png,0.6323587,0.3743029,0.42187583,0.5855516,개정초등학교,0.34414786,0.2153535247600511,0
거모어린이집_북쪽.png,0.010106146,0.99000573,0.009839088,0.9900838,거모어린이집,0.0,0.0,1
거점형공공직장어린이집_북쪽.png,0.5338567,0.47194463,0.17833224,0.8201363,거점형공공직장어린이집,0.3554375,0.20549884937148,0
건영장안유치원_북쪽.png,0.1842424,0.8187193,0.12299645,0.8749206,건영장안유치원,0.38415602,0.0,2
건원초등학교(병설)_북쪽.png,0.16309488,0.83929884,0.6622484,0.3456759,건원초등학교(병설),0.3484043,0.0,0
걸포초교_북쪽.png,0.78430474,0.21861854,0.897136,0.10170093,걸포초교,0.3929305,0.3302476289784795,0
걸포초병설유치원_북쪽.png,0.78430474,0.21861854,0.897136,0.10170093,걸포초병설유치원,0.3929305,0.3302476289784795,0
검단초등학교_북쪽.png,0.09956941,0.9021256,0.036631048,0.9626555,검단초등학교,0.41032642,0.0,3
검산초교(병설)_북쪽.png,0.03536597,0.96479404,0.14057717,0.85956645,검산초교(병설),0.0,0.0,0
경기노총어린이집-1구간_북쪽.png,0.93322814,0.06687909,0.7136603,0.2868172,경기노총어린이집-1구간,0.39584762,0.295828773458639,0
경기도_고양시_덕양구_고양동(파란들어린이집_부근)_01.png,0.98908174,0.010911584,0.6981174,0.30223477,경기도_고양시_덕양구_고양동(파란들어린이집_부근).png,0.47573417,0.2725408172275105,0
경기도_고양시_덕양구_주교동(주교7호어린이공원_부근)_01.png,0.19027144,0.8088937,0.07262164,0.9276132,경기도_고양시_덕양구_주교동(주교7호어린이공원_부근).png,0.43374103,0.0,0
경기도_고양시_덕양구_화정동(화정중앙공원_부근)_01.png,0.12832463,0.87528443,0.07826334,0.9224639,경기도_고양시_덕양구_화정동(화정중앙공원_부근).png,0.46392077,0.0,0
경기도_고양시_일산동구_백석동(알미공원사거리_부근)_01.png,0.06078902,0.94095516,0.04540056,0.95412266,경기도_고양시_일산동구_백석동(알미공원사거리_부근).png,0.4247305,0.0,3
경기도_고양시_일산동구_식사동(원중초교_부근)_01.png,0.95320547,0.047888935,0.8594159,0.14576286,경기도_고양시_일산동구_식사동(원중초교_부근).png,0.3710373,0.2207327625983445,0
경기도_고양시_일산동구_풍동(숲속마을두산아파트_부근)_01.png,0.36001813,0.6456954,0.31125987,0.6840838,경기도_고양시_일산동구_풍동(숲속마을두산아파트_부근).png,0.3350575,0.2495407423929979,0
경기도_고양시_일산서구_일산동(생각하는어린이집_부근)_01.png,0.4649759,0.5369614,0.35120553,0.6439539,경기도_고양시_일산서구_일산동(생각하는어린이집_부근).png,0.0,0.0,1
경기도_고양시_일산서구_일산동(일산3동주민센터사거리_부근)_01.png,0.9846847,0.015066862,0.88351995,0.110827744,경기도_고양시_일산서구_일산동(일산3동주민센터사거리_부근).png,0.45484728,0.2793070822583825,0
경기도_고양시_일산서구_일산동(한뫼초교_부근)_01.png,0.62937135,0.37766755,0.60440177,0.3947374,경기도_고양시_일산서구_일산동(한뫼초교_부근).png,0.3558246,0.22737492629004,0
경기도_고양시_일산서구_주엽동(문촌9단지사거리_부근)_01.png,0.9141265,0.08606589,0.46886292,0.52367747,경기도_고양시_일산서구_주엽동(문촌9단지사거리_부근).png,0.4252931,0.1814054750561927,1
경기도_과천시_별양동(소방서삼거리_부근)_01.png,0.19888443,0.80554533,0.15467268,0.8430727,경기도_과천시_별양동(소방서삼거리_부근).png,0.0,0.0,2
경기도_광명시_광명동(광명6동삼거리_부근)_01.png,0.015373319,0.98446155,0.054834545,0.9439405,경기도_광명시_광명동(광명6동삼거리_부근).png,0.0,0.0,1
경기도_광명시_광명동(광문초교사거리_부근)_01.png,0.97932154,0.021046191,0.47592914,0.5261533,경기도_광명시_광명동(광문초교사거리_부근).png,0.46550816,0.208973027844958,0
경기도_광명시_광명동(대성부동산_부근)_01.png,0.18159926,0.82047194,0.16707346,0.83214295,경기도_광명시_광명동(대성부동산_부근).png,0.30832732,0.0,0
경기도_광명시_광명동(은성상사_부근)_01.png,0.9711808,0.02838245,0.9236001,0.076011986,경기도_광명시_광명동(은성상사_부근).png,0.45628387,0.255745278033774,0
경기도_광명시_광명동(해동검도_부근)_01.png,0.54794693,0.45356593,0.20174646,0.795076,경기도_광명시_광명동(해동검도_부근).png,0.44883043,0.067747695281652,2
경기도_광명시_소하동(소하사거리_부근)_01.png,0.95844424,0.042095542,0.3344707,0.6585133,경기도_광명시_소하동(소하사거리_부근).png,0.40510386,0.22425787726806,1
경기도_광명시_소하동(충현초교_부근)_01.png,0.97287166,0.02674368,0.6556936,0.34209245,경기도_광명시_소하동(충현초교_부근).png,0.37988245,0.0,0
경기도_광명시_철산동(광명북초교_부근)_01.png,0.05034089,0.9498378,0.14393127,0.85590714,경기도_광명시_철산동(광명북초교_부근).png,0.38815904,0.0,4
경기도_광명시_철산동(광명북초교_부근)_02.png,0.93438256,0.06828737,0.8229997,0.17718342,경기도_광명시_철산동(광명북초교_부근).png,0.42047733,0.0,0
경기도_광명시_철산동(광북초교사거리_부근)_01.png,0.9222238,0.0784435,0.7057667,0.29517078,경기도_광명시_철산동(광북초교사거리_부근).png,0.43471283,0.2298277731190728,0
경기도_광명시_철산동(성일하이츠_부근)_01.png,0.3833606,0.61730766,0.630724,0.36881748,경기도_광명시_철산동(성일하이츠_부근).png,0.43365932,0.0,3
경기도_광주_경안동(경안동행정복지센터_부근)_01.png,0.8388659,0.16462222,0.22357544,0.77575094,경기도_광주_경안동(경안동행정복지센터_부근).png,0.44132262,0.0,1
경기도_광주_퇴촌면(도수초교_부근)_01.png,0.98950946,0.010734975,0.85778767,0.1410962,경기도_광주_퇴촌면(도수초교_부근).png,0.40255564,0.0,0
경기도_광주시_경안동(감초당약국_부근)_01.png,0.6083479,0.39724612,0.12522885,0.8759899,경기도_광주시_경안동(감초당약국_부근).png,0.42778128,0.0,1
경기도_광주시_경안동(중앙로113_부근)_01.png,0.99490887,0.005084038,0.47012487,0.53193575,경기도_광주시_경안동(중앙로113_부근).png,0.49040964,0.0,0
경기도_광주시_곤지암읍(곤지암중학교_부근)_01.png,0.7049674,0.30153513,0.47021,0.53001416,경기도_광주시_곤지암읍(곤지암중학교_부근).png,0.3799619,0.2060441303299764,1
경기도_광주시_오포읍(광명초교_부근)_01.png,0.98726726,0.012995601,0.7490233,0.25462842,경기도_광주시_오포읍(광명초교_부근).png,0.36957252,0.25047872864579,0
경기도_광주시_오포읍(광명초교_부근)_02.png,0.9781511,0.022022337,0.7456821,0.25356287,경기도_광주시_오포읍(광명초교_부근).png,0.4486748,0.25820330168048,0
경기도_광주시_오포읍(매곡초교_부근)_01.png,0.98503804,0.015138149,0.40348637,0.59493196,경기도_광주시_오포읍(매곡초교_부근).png,0.5028647,0.0,0
경기도_광주시_오포읍(양벌초교_부근)_01.png,0.89053595,0.111638635,0.7862603,0.21025139,경기도_광주시_오포읍(양벌초교_부근).png,0.4084584,0.2275732611564135,0
경기도_광주시_중대동(광남초교_부근)_01.png,0.29700968,0.7011092,0.2623552,0.73499584,경기도_광주시_중대동(광남초교_부근).png,0.33089125,0.268331090266032,1
경기도_광주시_추자동(오포초등학교_부근)_01.png,0.69372296,0.31396937,0.90217006,0.09889236,경기도_광주시_추자동(오포초등학교_부근).png,0.0,0.327419878367653,0
경기도_광주시_추자동(오포초등학교_부근)_02.png,0.69372296,0.31396937,0.90217006,0.09889236,경기도_광주시_추자동(오포초등학교_부근).png,0.0,0.327419878367653,0
경기도_광주시_태전동((별이교앞)_부근)_01.png,0.94737476,0.05275631,0.4253869,0.57161576,경기도_광주시_태전동((별이교앞)_부근).png,0.44999617,0.207741922541922,0
경기도_광주시_태전동(광남동_행정복지센터_부근)_01.png,0.99046314,0.00980705,0.75860626,0.24565968,경기도_광주시_태전동(광남동_행정복지센터_부근).png,0.48448503,0.203711216442536,0
경기도_광주시_태전동(태성초교_부근)_01.png,0.97098744,0.028951496,0.9258827,0.075146586,경기도_광주시_태전동(태성초교_부근).png,0.46677732,0.2499822835131074,0
경기도_광주시_퇴촌면(도수초교_부근)_01.png,0.042620838,0.9578005,0.042370826,0.95735765,경기도_광주시_퇴촌면(도수초교_부근).png,0.3739536,0.0,1
경기도_광주시_퇴촌면(도수초교_부근)_02.png,0.97679293,0.023507357,0.56002754,0.4423627,경기도_광주시_퇴촌면(도수초교_부근).png,0.49623144,0.0,1
경기도_구리시_갈매동(산마루초교_부근)_01.png,0.8571818,0.14255968,0.8423948,0.15635556,경기도_구리시_갈매동(산마루초교_부근).png,0.39131403,0.236387524944175,0
경기도_구리시_교문동(부양초등학교_부근)_01.png,0.96206206,0.038391024,0.36951965,0.62778467,경기도_구리시_교문동(부양초등학교_부근).png,0.4684065,0.0,0
경기도_구리시_인창동(구리등기소_부근)_01.png,0.9611935,0.038366765,0.6830805,0.30837256,경기도_구리시_인창동(구리등기소_부근).png,0.4386375,0.221902103319204,0
경기도_구리시_인창동(동인초교_부근)_01.png,0.97010547,0.02982077,0.9033184,0.09610221,경기도_구리시_인창동(동인초교_부근).png,0.37048626,0.25061809938344,0
경기도_군포시_금정동(금정초교사거리_부근)_01.png,0.55677783,0.45061523,0.031064779,0.96809876,경기도_군포시_금정동(금정초교사거리_부근).png,0.34744275,0.2012398520042544,0
경기도_군포시_금정동(아론피아노학원_부근)_01.png,0.1899434,0.81278265,0.032222986,0.96729916,경기도_군포시_금정동(아론피아노학원_부근).png,0.3537387,0.0,0
경기도_군포시_당동(교전공원_부근)_01.png,0.7253667,0.27469304,0.110670626,0.8873262,경기도_군포시_당동(교전공원_부근).png,0.4184394,0.1835403265478599,0
경기도_군포시_당동(희망어린이집_부근)_01.png,0.10906279,0.8884963,0.07780352,0.92082393,경기도_군포시_당동(희망어린이집_부근).png,0.36152244,0.0,1
경기도_군포시_산본동(광정초교_부근)_01.png,0.26032448,0.74415874,0.66615987,0.3251109,경기도_군포시_산본동(광정초교_부근).png,0.0,0.3005499367352425,0
경기도_군포시_산본동(산본초교입구사거리_부근)_01.png,0.72248256,0.28213596,0.8655579,0.13176695,경기도_군포시_산본동(산본초교입구사거리_부근).png,0.37865764,0.0791175234414239,0
경기도_군포시_산본동(산본치안센터_부근)_01.png,0.049016178,0.951413,0.0082710385,0.99171686,경기도_군포시_산본동(산본치안센터_부근).png,0.0,0.0,1
경기도_군포시_산본동(서강대학교SLP영어학당영어문화원(주)_부근)_01.png,0.16766211,0.8342303,0.13930494,0.8571346,경기도_군포시_산본동(서강대학교SLP영어학당영어문화원(주)_부근).png,0.0,0.0,2
경기도_군포시_산본동(세종아파트_부근)_01.png,0.96375734,0.036972582,0.7380075,0.2614809,경기도_군포시_산본동(세종아파트_부근).png,0.3954934,0.0,0
경기도_군포시_산본동(한숲사거리_부근)_01.png,0.60823673,0.40146634,0.3684839,0.6273382,경기도_군포시_산본동(한숲사거리_부근).png,0.38708645,0.2361370802009364,0
경기도_군포시_산본동(화산초교삼거리_부근)_01.png,0.48218337,0.5223517,0.3729421,0.62445796,경기도_군포시_산본동(화산초교삼거리_부근).png,0.3878121,0.0,1
경기도_김포시_구래동(구래역사거리_부근)_01.png,0.831743,0.16735291,0.31810185,0.6800759,경기도_김포시_구래동(구래역사거리_부근).png,0.46112287,0.0,1
경기도_김포시_북변동(김포서초교_부근)_01.png,0.91615325,0.084100336,0.8857583,0.115255445,경기도_김포시_북변동(김포서초교_부근).png,0.4661067,0.274543495228905,0
경기도_김포시_장기동(김포신영지웰아파트_부근)_01.png,0.90911895,0.090776,0.75129026,0.24489692,경기도_김포시_장기동(김포신영지웰아파트_부근).png,0.3848043,0.180817313480331,1
경기도_김포시_통진읍(마송현대1차아파트_부근)_01.png,0.54279214,0.4593139,0.044239253,0.9569267,경기도_김포시_통진읍(마송현대1차아파트_부근).png,0.38559985,0.0,1
경기도_남양주시_가운동(가운초교_부근)_01.png,0.99082166,0.009013206,0.8806875,0.12184185,경기도_남양주시_가운동(가운초교_부근).png,0.40859485,0.2303090947533072,0
경기도_남양주시_금곡동(우리은행(_남양주지점)_부근)_01.png,0.9425156,0.059704155,0.6240068,0.37747592,경기도_남양주시_금곡동(우리은행(_남양주지점)_부근).png,0.45819402,0.090977187820752,1
경기도_남양주시_다산동(다산새봄초교_부근)_01.png,0.47635195,0.52519256,0.5651211,0.43233615,경기도_남양주시_다산동(다산새봄초교_부근).png,0.40807396,0.2399412459879709,0
경기도_남양주시_다산동(다산한강초교_부근)_01.png,0.954726,0.045116752,0.8516184,0.14833236,경기도_남양주시_다산동(다산한강초교_부근).png,0.39182216,0.0,0
경기도_남양주시_다산동(푸리마타워_부근)_01.png,0.18781075,0.81390357,0.13438123,0.865422,경기도_남양주시_다산동(푸리마타워_부근).png,0.4639982,0.0,2
경기도_남양주시_도농동((청수숯불갈비)_부근)_01.png,0.010194212,0.98972213,0.027273566,0.9724466,경기도_남양주시_도농동((청수숯불갈비)_부근).png,0.1933702,0.0,2
경기도_남양주시_별내동(별내신도시로데오사거리_부근)_01.png,0.94852495,0.05413726,0.5425709,0.46152997,경기도_남양주시_별내동(별내신도시로데오사거리_부근).png,0.42275625,0.0,0
경기도_남양주시_별내동(한별초교_부근)_01.png,0.90085447,0.10005367,0.3162911,0.6811942,경기도_남양주시_별내동(한별초교_부근).png,0.45665777,0.0,0
경기도_남양주시_오남읍(상일빌딩_부근)_01.png,0.97954786,0.020688206,0.79031914,0.20935991,경기도_남양주시_오남읍(상일빌딩_부근).png,0.37914962,0.2336535187306308,0
경기도_남양주시_와부읍(덕소초교_부근)_01.png,0.96315396,0.037607968,0.33977836,0.65480864,경기도_남양주시_와부읍(덕소초교_부근).png,0.38906723,0.2226521441132274,0
경기도_남양주시_와부읍(도곡보석불가마_부근)_01.png,0.31085366,0.69169796,0.238507,0.7561531,경기도_남양주시_와부읍(도곡보석불가마_부근).png,0.0,0.0,1
경기도_남양주시_진건읍(진건면사무소_부근)_01.png,0.986694,0.013484746,0.62301815,0.37536195,경기도_남양주시_진건읍(진건면사무소_부근).png,0.40213275,0.0,0
경기도_남양주시_진접읍(봉현로32_부근)_01.png,0.9879383,0.01201573,0.19840139,0.8006245,경기도_남양주시_진접읍(봉현로32_부근).png,0.47552735,0.0,1
경기도_남양주시_진접읍(사랑가득어린이집_부근)_01.png,0.92591155,0.075715035,0.33282304,0.66004115,경기도_남양주시_진접읍(사랑가득어린이집_부근).png,0.34803802,0.2080486298603856,1
경기도_남양주시_진접읍(유성가든_부근)_01.png,0.0104650855,0.989473,0.026713967,0.9738899,경기도_남양주시_진접읍(유성가든_부근).png,0.40760216,0.0,1
경기도_남양주시_진접읍(주공2단지아파트_107동_부근)_01.png,0.54104537,0.46063077,0.37122792,0.631848,경기도_남양주시_진접읍(주공2단지아파트동_부근).png,0.3779607,0.0,0
경기도_남양주시_진접읍(폴리프라자2입구_부근)_01.png,0.8238189,0.18027791,0.45872954,0.5424107,경기도_남양주시_진접읍(폴리프라자2입구_부근).png,0.3674298,0.0,0
경기도_남양주시_퇴계원면(퇴계원역_부근)_01.png,0.9020823,0.099181145,0.811537,0.19196814,경기도_남양주시_퇴계원면(퇴계원역_부근).png,0.42362303,0.217701022425984,0
