image,p_wide,p_narrow,p_barrier_yes,p_barrier_no,시설물명,road_width_relative,sidewalk_ratio,parked_density,시군구,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,위도,경도,accident_label
가림유치원_북쪽.png,0.59644383,0.40819854,0.6015013,0.39386454,가림유치원,0.0,0.2153932860971224,2,경기도 광명시,0,0,0,0,0,0,37.46417571,126.866452,0
가사초등학교_북쪽.png,0.1627953,0.8409869,0.1734857,0.8241278,가사초등학교,0.34135246,0.0588630639724087,0,경기도 평택시,0,0,0,0,0,0,36.938494,126.917183,0
가산어린이집_북쪽.png,0.7913265,0.21223637,0.3356861,0.66058487,가산어린이집,0.34567565,0.0,1,경기도 포천시,0,0,0,0,0,0,37.84821089,127.1861434,0
가산초교_북쪽.png,0.40943402,0.58802605,0.020832032,0.9789908,가산초교,0.30623096,0.0,0,경기도 포천시,0,0,0,0,0,0,37.84722928,127.1862107,0
가산초교_북쪽.png,0.40943402,0.58802605,0.020832032,0.9789908,가산초교,0.30623096,0.0,0,경기도 포천시,0,0,0,0,0,0,37.8480135,127.184263,0
가수초등학교_북쪽.png,0.48311704,0.51561445,0.32519677,0.67388976,가수초등학교,0.36011046,0.216568764717786,0,경기도 오산시,0,0,0,0,0,0,37.1481034,127.0479566,0
가양초등학교_북쪽.png,0.018628657,0.98140717,0.07057521,0.928242,가양초등학교,0.30524355,0.0,0,경기도 남양주시,0,0,0,0,0,0,37.7330035,127.2934769,0
가연키즈어린이집_북쪽.png,0.44151893,0.5593351,0.17663833,0.8256471,가연키즈어린이집,0.18817917,0.0,0,경기도 안성시,0,0,0,0,0,0,37.00825981,127.321718,0
가온유치원-1구간_북쪽.png,0.9262488,0.073159605,0.7942169,0.20600411,가온유치원-1구간,0.46247846,0.2220214150153495,0,경기도 수원시,0,0,0,0,0,0,37.29010059,126.9785689,0
가온초교(병설)_북쪽.png,0.8725004,0.13043737,0.87595576,0.12597674,가온초교(병설),0.36824277,0.223477256153382,0,경기도 파주시,0,0,0,0,0,0,37.72068103,126.7472802,0
가온초교-1구간_북쪽.png,0.8788408,0.12260291,0.89083743,0.10869053,가온초교-1구간,0.3930965,0.291354208302856,0,경기도 수원시,0,0,0,0,0,0,37.27549141,126.9364215,0
가좌초등학교_북쪽.png,0.7150981,0.29454595,0.37562242,0.62301624,가좌초등학교,0.0,0.0,0,경기도 고양시,0,0,0,0,0,0,37.6884818,126.7213641,0
가평마장초등학교_북쪽.png,0.0026434362,0.99741435,0.0043153763,0.9956271,가평마장초등학교,0.0,0.0,0,경기도 가평군,0,0,0,0,0,0,37.859973,127.514292,0
가평어린이집_북쪽.png,0.15483204,0.8453254,0.13185218,0.8689147,가평어린이집,0.0,0.0,2,경기도 가평군,0,0,0,0,0,0,37.833753,127.511018,0
가평초등학교_북쪽.png,0.77136564,0.23075184,0.6537942,0.34843713,가평초등학교,0.36791062,0.0,0,경기도 가평군,0,0,0,0,0,0,37.830813,127.507266,0
가현도담유치원_북쪽.png,0.89748883,0.103370935,0.821903,0.18278626,가현도담유치원,0.420233,0.0,0,경기도 김포시,0,0,0,0,0,0,37.63886117,126.6451083,0
가현초_북쪽.png,0.85582817,0.14632651,0.8254166,0.17868564,가현초,0.46520314,0.2242669761486,0,경기도 김포시,0,0,0,0,0,0,37.63808092,126.6740029,0
가현초병설유치원_북쪽.png,0.85582817,0.14632651,0.8254166,0.17868564,가현초병설유치원,0.46520314,0.2242669761486,0,경기도 김포시,0,0,0,0,0,0,37.63808092,126.6740029,0
각골_초등학교_병설유치원_북쪽.png,0.6093651,0.38778478,0.486374,0.51294065,각골 초등학교 병설유치원,0.3828664,0.0,0,경기도 안산시,0,0,0,0,0,0,37.292622,126.873022,0
각골_초등학교_북쪽.png,0.6093651,0.38778478,0.486374,0.51294065,각골 초등학교,0.3828664,0.0,0,경기도 안산시,0,0,0,0,0,0,37.292622,126.873022,0
갈곶초등학교_북쪽.png,0.24834225,0.75521636,0.11008087,0.8889847,갈곶초등학교,0.23150384,0.0,0,경기도 평택시,0,0,0,0,0,0,37.125629,127.072033,0
갈담초등학교_북쪽.png,0.43497738,0.5744795,0.81042427,0.18819106,갈담초등학교,0.27452242,0.2357315935632,0,경기도 화성시,0,0,0,0,0,0,37.17514004,126.932909,0
갈매유치원_북쪽.png,0.96277106,0.03730297,0.8270407,0.17273483,갈매유치원,0.4016831,0.314928642425158,0,경기도 구리시,0,0,0,0,0,0,37.629317,127.121063,0
갈매초등학교(병설)_북쪽.png,0.99736583,0.002642095,0.9231585,0.07660246,갈매초등학교(병설),0.48146808,0.3685651078257336,0,경기도 구리시,0,0,0,0,0,0,37.628428,127.116007,0
갈보리어린이집_북쪽.png,0.78629625,0.21182144,0.8904278,0.11022985,갈보리어린이집,0.36064744,0.0,0,경기도 성남시,0,0,0,0,0,0,37.390494,127.132889,0
갈현초교(병설)_북쪽.png,0.03581652,0.9640244,0.12336141,0.87645084,갈현초교(병설),0.42498875,0.0,0,경기도 파주시,0,0,0,0,0,0,37.77206767,126.7168235,0
감일유치원_북쪽.png,0.96575457,0.034154505,0.809285,0.1885697,감일유치원,0.3657858,0.21384349712261,0,경기도 하남시,0,0,0,0,0,0,37.507769,127.1588705648,0
감일초등학교_북쪽.png,0.82256645,0.17510492,0.5795625,0.42215616,감일초등학교,0.44079462,0.0,0,경기도 하남시,0,0,0,0,0,0,37.50023416,127.1620609,0
강남유치원_북쪽.png,0.15427515,0.84799695,0.17947167,0.8202452,강남유치원,0.47071117,0.0,2,경기도 용인시,0,0,0,0,0,0,37.27387744,127.1369261,0
강담어린이집_북쪽.png,0.0073795617,0.99277776,0.016827106,0.9836614,강담어린이집,0.20994428,0.0,0,경기도 안성시,0,0,0,0,0,0,37.00953347,127.186353,0
강산유치원_북쪽.png,0.9586003,0.042423695,0.7158266,0.28244597,강산유치원,0.38741374,0.0,0,경기도 남양주시,0,0,0,0,0,0,37.7460378,127.2088218,0
강선초등학교_북쪽.png,0.1727604,0.8355197,0.22669622,0.77427506,강선초등학교,0.0,0.0,0,경기도 고양시,0,0,0,0,0,0,37.67122823,126.7646257,0
강원특별자치도_강릉시_교동(상덕초교_부근)_01.png,0.890403,0.11072409,0.5125001,0.49435982,강원특별자치도 강릉시 교동(상덕초교 부근),0.43670857,0.26429314493198,0,강원특별자치도 강릉시,2,3,0,0,3,0,37.75582,128.909889,1
강원특별자치도_강릉시_교동(월드컵사거리_부근)_01.png,0.890403,0.11072409,0.5125001,0.49435982,강원특별자치도 강릉시 교동(월드컵사거리 부근),0.43670857,0.26429314493198,0,강원특별자치도 강릉시,3,4,0,0,4,0,37.75582,128.909889,1
강원특별자치도_강릉시_입암동((이안강릉타운아파트앞교차로)_부근)_01.png,0.7525233,0.24756855,0.4768196,0.5247486,강원특별자치도 강릉시 입암동((이안강릉타운아파트앞교차로) 부근),0.40979785,0.0,0,강원특별자치도 강릉시,3,3,0,2,1,0,37.755796,128.920162,1
강원특별자치도_강릉시_포남동((송정아파트앞교차로)_부근)_01.png,0.5801174,0.4224289,0.34268558,0.6592734,강원특별자치도 강릉시 포남동((송정아파트앞교차로) 부근),0.36152357,0.0,3,강원특별자치도 강릉시,3,4,0,1,3,0,37.771173,128.916059,1
강원특별자치도_강릉시_포남동(강릉시문화센터_부근)_01.png,0.7985961,0.20337,0.12787333,0.87174404,강원특별자치도 강릉시 포남동(강릉시문화센터 부근),0.37409353,0.2020546378010206,0,강원특별자치도 강릉시,3,3,0,0,3,0,37.773566,128.913056,1
강원특별자치도_강릉시_포남동(남강초교_부근)_01.png,0.9944285,0.00568071,0.6386335,0.3596898,강원특별자치도 강릉시 포남동(남강초교 부근),0.39348057,0.0,0,강원특별자치도 강릉시,2,2,0,0,2,0,37.768312,128.915088,1
강원특별자치도_동해시_쇄운동(북삼새마을금고_한마음지점_부근)_01.png,0.5787175,0.42439747,0.11285773,0.8884377,강원특별자치도 동해시 쇄운동(북삼새마을금고 한마음지점 부근),0.3709932,0.0,0,강원특별자치도 동해시,3,3,0,2,1,0,37.486227,129.108314,1
강원특별자치도_동해시_쇄운동(청운문구완구랜드_부근)_01.png,0.7849007,0.22204429,0.23596385,0.76312965,강원특별자치도 동해시 쇄운동(청운문구완구랜드 부근),0.37016803,0.2144237032227192,0,강원특별자치도 동해시,4,4,0,2,2,0,37.485482,129.104781,1
강원특별자치도_동해시_쇄운동(청운초교_부근)_01.png,0.7246899,0.2777034,0.38761073,0.6140642,강원특별자치도 동해시 쇄운동(청운초교 부근),0.0,0.0,1,강원특별자치도 동해시,2,2,0,0,2,0,37.485667,129.104527,1
강원특별자치도_동해시_쇄운동(청운초교_부근)_01.png,0.7246899,0.2777034,0.38761073,0.6140642,강원특별자치도 동해시 쇄운동(청운초교 부근),0.0,0.0,1,강원특별자치도 동해시,2,2,0,1,1,0,37.485699,129.105137,1
강원특별자치도_동해시_쇄운동(청운초교_부근)_02.png,0.22394568,0.7800909,0.1313963,0.86623466,강원특별자치도 동해시 쇄운동(청운초교 부근),0.36706346,0.0,0,강원특별자치도 동해시,2,2,0,0,2,0,37.485667,129.104527,1
강원특별자치도_동해시_쇄운동(청운초교_부근)_02.png,0.22394568,0.7800909,0.1313963,0.86623466,강원특별자치도 동해시 쇄운동(청운초교 부근),0.36706346,0.0,0,강원특별자치도 동해시,2,2,0,1,1,0,37.485699,129.105137,1
강원특별자치도_동해시_천곡동(천곡지구대_부근)_01.png,0.3077434,0.7048814,0.03698182,0.963935,강원특별자치도 동해시 천곡동(천곡지구대 부근),0.43404987,0.0,1,강원특별자치도 동해시,3,3,0,2,1,0,37.525014,129.106604,1
강원특별자치도_동해시_평릉동(동해코아루디오션아파트상가_부근)_01.png,0.9895717,0.010702819,0.79931736,0.20078921,강원특별자치도 동해시 평릉동(동해코아루디오션아파트상가 부근),0.3788003,0.24222911859099,0,강원특별자치도 동해시,3,3,0,0,3,0,37.53274,129.113188,1
강원특별자치도_삼척시_교동(정상로95_부근)_01.png,0.11696163,0.8851283,0.040179282,0.9604374,강원특별자치도 삼척시 교동(정상로95 부근),0.37528592,0.0,1,강원특별자치도 삼척시,3,3,0,0,3,0,37.450494,129.174125,1
강원특별자치도_속초시_교동(대명늘푸른아파트_부근)_01.png,0.9637723,0.036165833,0.7268336,0.27399474,강원특별자치도 속초시 교동(대명늘푸른아파트 부근),0.43511248,0.239319274983404,0,강원특별자치도 속초시,3,5,0,3,1,1,38.204864,128.570451,1
강원특별자치도_속초시_조양동(이기호가정의학과_부근)_01.png,0.92908525,0.07213339,0.71805686,0.27947527,강원특별자치도 속초시 조양동(이기호가정의학과 부근),0.37707788,0.0,0,강원특별자치도 속초시,3,3,0,1,2,0,38.190137,128.597341,1
강원특별자치도_양양군_현남면(창횟집_부근)_01.png,0.5458649,0.4584461,0.47908297,0.52420837,강원특별자치도 양양군 현남면(창횟집 부근),0.42653725,0.0,0,강원특별자치도 양양군,3,3,0,0,3,0,37.933887,128.789493,1
강원특별자치도_원주시_관설동(단관초교_부근)_01.png,0.9421179,0.058963478,0.81046695,0.18851045,강원특별자치도 원주시 관설동(단관초교 부근),0.39633504,0.2698057617330854,0,강원특별자치도 원주시,2,2,0,1,1,0,37.317551,127.963575,1
강원특별자치도_원주시_관설동(한우리정육점_부근)_01.png,0.9912631,0.0087605715,0.3950541,0.6060366,강원특별자치도 원주시 관설동(한우리정육점 부근),0.35927534,0.0,0,강원특별자치도 원주시,3,3,0,1,1,1,37.315834,127.962356,1
강원특별자치도_원주시_단계동(OB광장_부근)_01.png,0.5544342,0.44904786,0.13402095,0.8660743,강원특별자치도 원주시 단계동(OB광장 부근),0.46209735,0.0,0,강원특별자치도 원주시,3,4,0,1,2,1,37.34868,127.930635,1
강원특별자치도_원주시_단계동(삼익아파트_부근)_01.png,0.92236924,0.0768016,0.75154126,0.24878842,강원특별자치도 원주시 단계동(삼익아파트 부근),0.45756036,0.236227714566675,0,강원특별자치도 원주시,3,4,0,1,3,0,37.351315,127.928836,1
강원특별자치도_원주시_단계동(합동청사_사거리_부근)_01.png,0.6164062,0.38861564,0.563128,0.4394496,강원특별자치도 원주시 단계동(합동청사 사거리 부근),0.38198063,0.22505349419943,0,강원특별자치도 원주시,3,4,0,2,2,0,37.343788,127.93399,1
강원특별자치도_원주시_단구동(438교차로_부근)_01.png,0.1096077,0.89241123,0.24375746,0.7596518,강원특별자치도 원주시 단구동(438교차로 부근),0.46669385,0.0627493942476208,0,강원특별자치도 원주시,3,3,0,2,1,0,37.323158,127.949546,1
강원특별자치도_원주시_단구동(찍고바르고_부근)_01.png,0.6694301,0.33353537,0.36149532,0.6405747,강원특별자치도 원주시 단구동(찍고바르고 부근),0.39705062,0.0,0,강원특별자치도 원주시,4,4,0,0,2,2,37.321949,127.949992,1
강원특별자치도_원주시_단구동(현대2차아파트_부근)_01.png,0.57855445,0.42212522,0.7847583,0.21619406,강원특별자치도 원주시 단구동(현대2차아파트 부근),0.42889634,0.3697108803311392,0,강원특별자치도 원주시,3,4,0,0,4,0,37.321847,127.951013,1
강원특별자치도_원주시_단구동(훼미리마트_부근)_01.png,0.98095757,0.019184858,0.6041402,0.39838842,강원특별자치도 원주시 단구동(훼미리마트 부근),0.4836657,0.0972222282045143,0,강원특별자치도 원주시,3,3,0,1,1,1,37.322309,127.950003,1
강원특별자치도_원주시_명륜동(만도프라자_부근)_01.png,0.996202,0.003740579,0.536607,0.46559334,강원특별자치도 원주시 명륜동(만도프라자 부근),0.4385576,0.0,0,강원특별자치도 원주시,3,5,0,2,1,2,37.336235,127.948116,1
강원특별자치도_춘천시_퇴계동((훼미리마트남춘천점앞교차로)_부근)_01.png,0.05763644,0.94388765,0.06603727,0.9325397,강원특별자치도 춘천시 퇴계동((훼미리마트남춘천점앞교차로) 부근),0.3563309,0.0,2,강원특별자치도 춘천시,4,4,0,0,3,1,37.859808,127.725838,1
강원특별자치도_춘천시_퇴계동(남부초교_부근)_01.png,0.21623915,0.7930033,0.21726573,0.785462,강원특별자치도 춘천시 퇴계동(남부초교 부근),0.33752212,0.2396914559485728,0,강원특별자치도 춘천시,4,6,0,0,6,0,37.858465,127.72587,1
강원특별자치도_춘천시_퇴계동(남부초교_부근)_01.png,0.21623915,0.7930033,0.21726573,0.785462,강원특별자치도 춘천시 퇴계동(남부초교 부근),0.33752212,0.2396914559485728,0,강원특별자치도 춘천시,2,2,0,0,2,0,37.858487,127.726712,1
강원특별자치도_춘천시_퇴계동(남부초교_부근)_02.png,0.95631164,0.04464677,0.59598863,0.40590826,강원특별자치도 춘천시 퇴계동(남부초교 부근),0.3567483,0.24895541638179,0,강원특별자치도 춘천시,4,6,0,0,6,0,37.858465,127.72587,1
강원특별자치도_춘천시_퇴계동(남부초교_부근)_02.png,0.95631164,0.04464677,0.59598863,0.40590826,강원특별자치도 춘천시 퇴계동(남부초교 부근),0.3567483,0.24895541638179,0,강원특별자치도 춘천시,2,2,0,0,2,0,37.858487,127.726712,1
강원특별자치도_춘천시_효자동((효제초등학교앞교차로)_부근)_01.png,0.6649155,0.34447497,0.09813005,0.90084374,강원특별자치도 춘천시 효자동((효제초등학교앞교차로) 부근),0.40363377,0.0,1,강원특별자치도 춘천시,3,3,0,1,2,0,37.871154,127.737508,1
강원특별자치도_춘천시_후평동((대한지적공사강원지사앞교차로)_부근)_01.png,0.93109155,0.0683665,0.77249575,0.22607815,강원특별자치도 춘천시 후평동((대한지적공사강원지사앞교차로) 부근),0.37694597,0.0,0,강원특별자치도 춘천시,3,4,0,0,2,2,37.87823,127.750198,1
강원특별자치도_횡성군_횡성읍(김혜숙미술학원_부근)_01.png,0.97882223,0.021606117,0.49098533,0.506472,강원특별자치도 횡성군 횡성읍(김혜숙미술학원 부근),0.43140247,0.0,0,강원특별자치도 횡성군,3,3,0,0,3,0,37.493592,127.989684,1
강원특별자치도_횡성군_횡성읍(성북초교_부근)_01.png,0.7422744,0.25680858,0.35472018,0.64804643,강원특별자치도 횡성군 횡성읍(성북초교 부근),0.33960247,0.0,0,강원특별자치도 횡성군,2,2,0,0,2,0,37.490549,127.99118,1
개산초교병설유치원_북쪽.png,0.70542365,0.29724404,0.25016814,0.74935496,개산초교병설유치원,0.0,0.1941966880650357,0,경기도 안성시,0,0,0,0,0,0,36.98447622,127.3020178,0
개산초등학교_북쪽.png,0.70542365,0.29724404,0.25016814,0.74935496,개산초등학교,0.0,0.1941966880650357,0,경기도 안성시,0,0,0,0,0,0,36.98447622,127.3020178,0
개정초교병설유치원_북쪽.png,0.6323587,0.3743029,0.42187583,0.5855516,개정초교병설유치원,0.34414786,0.2153535247600511,0,경기도 안성시,0,0,0,0,0,0,36.96073442,127.1886557,0
개정초등학교_북쪽.png,0.6323587,0.3743029,0.42187583,0.5855516,개정초등학교,0.34414786,0.2153535247600511,0,경기도 안성시,0,0,0,0,0,0,36.96073442,127.1886557,0
거모어린이집_북쪽.png,0.010106146,0.99000573,0.009839088,0.9900838,거모어린이집,0.0,0.0,1,경기도 시흥시,0,0,0,0,0,0,37.3468693,126.7828494,0
거점형공공직장어린이집_북쪽.png,0.5338567,0.47194463,0.17833224,0.8201363,거점형공공직장어린이집,0.3554375,0.20549884937148,0,경기도 시흥시,0,0,0,0,0,0,37.38072028,126.8623903,0
건영장안유치원_북쪽.png,0.1842424,0.8187193,0.12299645,0.8749206,건영장안유치원,0.38415602,0.0,2,경기도 성남시,0,0,0,0,0,0,37.371127,127.140849,0
건원초등학교(병설)_북쪽.png,0.16309488,0.83929884,0.6622484,0.3456759,건원초등학교(병설),0.3484043,0.0,0,경기도 구리시,0,0,0,0,0,0,37.607263,127.1356,0
걸포초교_북쪽.png,0.78430474,0.21861854,0.897136,0.10170093,걸포초교,0.3929305,0.3302476289784795,0,경기도 김포시,0,0,0,0,0,0,37.63359292,126.707541,0
걸포초병설유치원_북쪽.png,0.78430474,0.21861854,0.897136,0.10170093,걸포초병설유치원,0.3929305,0.3302476289784795,0,경기도 김포시,0,0,0,0,0,0,37.63359292,126.707541,0
검단초등학교_북쪽.png,0.09956941,0.9021256,0.036631048,0.9626555,검단초등학교,0.41032642,0.0,3,경기도 성남시,0,0,0,0,0,0,37.429483,127.144034,0
검산초교(병설)_북쪽.png,0.03536597,0.96479404,0.14057717,0.85956645,검산초교(병설),0.0,0.0,0,경기도 파주시,0,0,0,0,0,0,37.77641218,126.7386514,0
경기노총어린이집-1구간_북쪽.png,0.93322814,0.06687909,0.7136603,0.2868172,경기노총어린이집-1구간,0.39584762,0.295828773458639,0,경기도 수원시,0,0,0,0,0,0,37.25647217,126.9690097,0
경기도_고양시_덕양구_고양동(파란들어린이집_부근)_01.png,0.98908174,0.010911584,0.6981174,0.30223477,경기도 고양시 덕양구 고양동(파란들어린이집 부근),0.47573417,0.2725408172275105,0,경기도 고양시,3,3,0,1,2,0,37.709604,126.903854,1
경기도_고양시_덕양구_주교동(주교7호어린이공원_부근)_01.png,0.19027144,0.8088937,0.07262164,0.9276132,경기도 고양시 덕양구 주교동(주교7호어린이공원 부근),0.43374103,0.0,0,경기도 고양시,3,3,0,0,3,0,37.661234,126.835777,1
경기도_고양시_덕양구_화정동(화정중앙공원_부근)_01.png,0.12832463,0.87528443,0.07826334,0.9224639,경기도 고양시 덕양구 화정동(화정중앙공원 부근),0.46392077,0.0,0,경기도 고양시,3,3,0,0,1,2,37.632648,126.832128,1
경기도_고양시_일산동구_백석동(알미공원사거리_부근)_01.png,0.06078902,0.94095516,0.04540056,0.95412266,경기도 고양시 일산동구 백석동(알미공원사거리 부근),0.4247305,0.0,3,경기도 고양시,3,3,0,0,3,0,37.645546,126.782024,1
경기도_고양시_일산동구_식사동(원중초교_부근)_01.png,0.95320547,0.047888935,0.8594159,0.14576286,경기도 고양시 일산동구 식사동(원중초교 부근),0.3710373,0.2207327625983445,0,경기도 고양시,2,2,0,0,2,0,37.675478,126.813861,1
경기도_고양시_일산동구_풍동(숲속마을두산아파트_부근)_01.png,0.36001813,0.6456954,0.31125987,0.6840838,경기도 고양시 일산동구 풍동(숲속마을두산아파트 부근),0.3350575,0.2495407423929979,0,경기도 고양시,3,3,0,1,2,0,37.668603,126.797657,1
경기도_고양시_일산서구_일산동(생각하는어린이집_부근)_01.png,0.4649759,0.5369614,0.35120553,0.6439539,경기도 고양시 일산서구 일산동(생각하는어린이집 부근),0.0,0.0,1,경기도 고양시,3,3,0,0,3,0,37.678565,126.768498,1
경기도_고양시_일산서구_일산동(일산3동주민센터사거리_부근)_01.png,0.9846847,0.015066862,0.88351995,0.110827744,경기도 고양시 일산서구 일산동(일산3동주민센터사거리 부근),0.45484728,0.2793070822583825,0,경기도 고양시,3,3,0,0,1,2,37.676987,126.769126,1
경기도_고양시_일산서구_일산동(한뫼초교_부근)_01.png,0.62937135,0.37766755,0.60440177,0.3947374,경기도 고양시 일산서구 일산동(한뫼초교 부근),0.3558246,0.22737492629004,0,경기도 고양시,3,4,0,1,2,1,37.6865,126.767203,1
경기도_고양시_일산서구_주엽동(문촌9단지사거리_부근)_01.png,0.9141265,0.08606589,0.46886292,0.52367747,경기도 고양시 일산서구 주엽동(문촌9단지사거리 부근),0.4252931,0.1814054750561927,1,경기도 고양시,4,4,0,1,3,0,37.673039,126.757218,1
경기도_과천시_별양동(소방서삼거리_부근)_01.png,0.19888443,0.80554533,0.15467268,0.8430727,경기도 과천시 별양동(소방서삼거리 부근),0.0,0.0,2,경기도 과천시,3,3,0,0,3,0,37.428811,126.993531,1
경기도_광명시_광명동(광명6동삼거리_부근)_01.png,0.015373319,0.98446155,0.054834545,0.9439405,경기도 광명시 광명동(광명6동삼거리 부근),0.0,0.0,1,경기도 광명시,5,5,0,3,2,0,37.473862,126.848961,1
경기도_광명시_광명동(광문초교사거리_부근)_01.png,0.97932154,0.021046191,0.47592914,0.5261533,경기도 광명시 광명동(광문초교사거리 부근),0.46550816,0.208973027844958,0,경기도 광명시,4,5,0,1,3,1,37.468584,126.852059,1
경기도_광명시_광명동(대성부동산_부근)_01.png,0.18159926,0.82047194,0.16707346,0.83214295,경기도 광명시 광명동(대성부동산 부근),0.30832732,0.0,0,경기도 광명시,3,3,0,0,2,1,37.481507,126.856122,1
경기도_광명시_광명동(은성상사_부근)_01.png,0.9711808,0.02838245,0.9236001,0.076011986,경기도 광명시 광명동(은성상사 부근),0.45628387,0.255745278033774,0,경기도 광명시,5,5,0,1,4,0,37.473344,126.854538,1
경기도_광명시_광명동(해동검도_부근)_01.png,0.54794693,0.45356593,0.20174646,0.795076,경기도 광명시 광명동(해동검도 부근),0.44883043,0.067747695281652,2,경기도 광명시,3,4,0,1,3,0,37.475294,126.847943,1
경기도_광명시_소하동(소하사거리_부근)_01.png,0.95844424,0.042095542,0.3344707,0.6585133,경기도 광명시 소하동(소하사거리 부근),0.40510386,0.22425787726806,1,경기도 광명시,3,3,0,0,3,0,37.436492,126.879981,1
경기도_광명시_소하동(충현초교_부근)_01.png,0.97287166,0.02674368,0.6556936,0.34209245,경기도 광명시 소하동(충현초교 부근),0.37988245,0.0,0,경기도 광명시,2,2,0,1,1,0,37.434257,126.885246,1
경기도_광명시_철산동(광명북초교_부근)_01.png,0.05034089,0.9498378,0.14393127,0.85590714,경기도 광명시 철산동(광명북초교 부근),0.38815904,0.0,4,경기도 광명시,2,2,0,1,1,0,37.489097,126.867778,1
경기도_광명시_철산동(광명북초교_부근)_01.png,0.05034089,0.9498378,0.14393127,0.85590714,경기도 광명시 철산동(광명북초교 부근),0.38815904,0.0,4,경기도 광명시,2,2,0,2,0,0,37.488157,126.867872,1
경기도_광명시_철산동(광명북초교_부근)_02.png,0.93438256,0.06828737,0.8229997,0.17718342,경기도 광명시 철산동(광명북초교 부근),0.42047733,0.0,0,경기도 광명시,2,2,0,1,1,0,37.489097,126.867778,1
경기도_광명시_철산동(광명북초교_부근)_02.png,0.93438256,0.06828737,0.8229997,0.17718342,경기도 광명시 철산동(광명북초교 부근),0.42047733,0.0,0,경기도 광명시,2,2,0,2,0,0,37.488157,126.867872,1
경기도_광명시_철산동(광북초교사거리_부근)_01.png,0.9222238,0.0784435,0.7057667,0.29517078,경기도 광명시 철산동(광북초교사거리 부근),0.43471283,0.2298277731190728,0,경기도 광명시,3,3,0,1,1,1,37.487164,126.86771,1
경기도_광명시_철산동(성일하이츠_부근)_01.png,0.3833606,0.61730766,0.630724,0.36881748,경기도 광명시 철산동(성일하이츠 부근),0.43365932,0.0,3,경기도 광명시,4,4,0,0,4,0,37.485841,126.863637,1
경기도_광주_경안동(경안동행정복지센터_부근)_01.png,0.8388659,0.16462222,0.22357544,0.77575094,경기도 광주 경안동(경안동행정복지센터 부근),0.44132262,0.0,1,경기도 광주시,4,4,0,0,4,0,37.409887,127.258237,1
경기도_광주_퇴촌면(도수초교_부근)_01.png,0.98950946,0.010734975,0.85778767,0.1410962,경기도 광주 퇴촌면(도수초교 부근),0.40255564,0.0,0,경기도 광주시,2,2,0,1,1,0,37.471577,127.315349,1
